contract_code,license_plate,contract_group,cost,start_date,end_date,customer_id,contract_category
VJCDQ01196,0281 HA,mixed use,3657.4,2004-04-16,2008-04-16,58217LNYS,not active
KBVCO42264,6-Z8779,private,2253.56,1982-10-17,1986-10-17,76566VEGI,not active
QWHYP81137,0K 3Z9TWZ,mixed use,2743.36,2009-10-04,2013-10-04,07986OOYY,not active
VEEBY03946,586 WMG,professional,216.84,1981-12-05,1985-12-05,17337TFTU,not active
OVBOW39501,0-0073G,private,2939.07,1986-05-15,1990-05-15,14404DRGA,not active
WLECN90014,CCA 785,mixed use,2732.81,1991-01-30,1995-01-30,98911THJQ,not active
HSZXM46369,DPQ-862,mixed use,1622.22,1992-01-23,1996-01-23,22176FNDT,not active
FJZKZ46826,3-2260K,private,2017.21,2012-06-11,2016-06-11,35138FFHY,not active
ORDJF34230,E80-MLA,private,761.09,1984-06-30,1988-06-30,51118DLYY,not active
WFPTJ89346,OMQ-0373,professional,3279.85,1995-12-27,1999-12-27,51682FSWG,not active
NYEHD44593,6UEH 81,mixed use,502.73,2000-06-16,2004-06-16,36255KUID,not active
LSNQT20331,5Q 8041F,private,3532.47,2007-12-27,2011-12-27,91343ITWF,not active
WXLTK99018,196-IJH,private,3335.05,2011-08-09,2015-08-09,73860ZFXZ,not active
SYBRN07849,371 TSX,professional,2437.2,2003-07-15,2007-07-15,62816IIBX,not active
NCDVO61984,297-059,professional,516.07,1995-07-25,1999-07-25,41784LILU,not active
RLGCI94282,7N U0957,private,213.87,1995-11-21,1999-11-21,56369HXEP,not active
GYFPR27369,65-XC64,professional,3883.83,2016-07-17,2020-07-17,88254BLBN,not active
UDSQG43007,7-1694W,private,3979.84,1987-01-19,1991-01-19,87910RZWT,not active
PEJRO51727,487-TDM,mixed use,3414.73,1988-02-09,1992-02-09,98657ZERQ,not active
ETSGG89277,686 FMH,professional,2339.4,2014-04-29,2018-04-29,52058LYKU,not active
KVGCC91922,9T 72900,mixed use,3522.52,1998-03-22,2002-03-22,54589MPFN,not active
ZRCZV56467,378 3HL,private,3679.29,1982-05-20,1986-05-20,49028DURP,not active
IZETS06628,C15 4EE,professional,140.21,2014-12-26,2018-12-26,77235BUOB,not active
PDBIZ63425,01A 9646,professional,2432.87,1992-09-18,1996-09-18,98849FHWR,not active
ICLLW47322,916 NUU,private,2775.56,2016-04-28,2020-04-28,04940PMMY,not active
NJERC45154,G70 3WW,mixed use,1027.41,1980-07-09,1984-07-09,16276AZBH,not active
NCSOT45906,21HT781,mixed use,3902.19,1989-02-06,1993-02-06,30848FGKT,not active
WVRCF25491,7CZT129,mixed use,3195.33,1984-05-21,1988-05-21,85599NPEB,not active
HUBUO57427,WQY 234,professional,919.61,1996-12-09,2000-12-09,83284DBLF,not active
QIOGC36167,LD 15596,mixed use,1032.55,2008-01-26,2012-01-26,09100UMKS,not active
YCUCI66325,146-GLZ,private,1213.87,1991-10-04,1995-10-04,72610MBZX,not active
FUHAR33073,BNU F71,mixed use,2454.37,2009-08-12,2013-08-12,10769ALVE,not active
ZMVAK10443,2-92597,professional,3414.94,2015-05-04,2019-05-04,72032EAOV,not active
HKFIU14425,KLI 161,private,1624.45,1988-02-05,1992-02-05,55229VVKR,not active
LTIKF14795,853X,mixed use,2256.03,1997-10-18,2001-10-18,36239MGOR,not active
BMRII50299,4C T7368,mixed use,1326.69,1985-06-05,1989-06-05,77959SEHI,not active
SRUFZ48985,ABV-999,private,3637.58,1986-07-31,1990-07-31,10471PBQI,not active
MKRCI39277,MDG-2298,professional,2783.43,2008-12-10,2012-12-10,55484EYRU,not active
UAOOU94658,0KG M67,mixed use,3435.66,2003-03-03,2007-03-03,31022IRDF,not active
NRYAJ42395,91L•279,professional,613.57,1999-11-12,2003-11-12,80917GKVX,not active
CDLNH30557,IJO-087,professional,3672.11,1983-05-08,1987-05-08,59509DURL,not active
BKQKY33425,626 JMF,professional,1043.55,2014-03-06,2018-03-06,58699UWMV,not active
VFQDW01119,IDE Q02,private,151.62,2012-03-14,2016-03-14,19266KLPA,not active
VKFXE06963,AVO-8514,private,3177.75,2001-04-23,2005-04-23,36981SZFS,not active
FRTLL30812,MFN 112,private,3418.91,1993-08-30,1997-08-30,84721EHSZ,not active
LCXFZ69670,457 OGY,professional,1145.75,1989-05-25,1993-05-25,80628UDTO,not active
GEWLM94304,733-DBS,private,682.93,1988-05-21,1992-05-21,33563HAHM,not active
OELTM44935,HUX5388,professional,3737.58,2005-05-21,2009-05-21,11764FIVH,not active
PNCOH79965,111-KOY,private,1793.3,1987-12-04,1991-12-04,61817FIKY,not active
UTTCE54436,981 ZYJ,professional,3613.94,2016-11-08,2020-11-08,93974BAZZ,not active
YTDPE04120,ZDQ 601,professional,3783.75,2016-03-02,2020-03-02,73397VCQJ,not active
WHYFQ63103,LGO 446,private,2038.08,1982-07-23,1986-07-23,61961BNWO,not active
EJTZF75263,KBY 511,private,320.21,2007-09-09,2011-09-09,17136ELGN,not active
LMXBP83021,DZT 883,professional,1579.78,1991-07-13,1995-07-13,63785XOAR,not active
YSYHM14462,715-ZRY,mixed use,2668.72,1983-08-22,1987-08-22,57042LJVM,not active
ZOJWJ54205,3RM K37,mixed use,2750.38,2001-02-05,2005-02-05,46386XMYL,not active
NMVIF06576,JFK4635,private,1153.86,2014-09-23,2018-09-23,99566JOFM,not active
BTRSD55961,15-F068,professional,3628.53,2014-06-20,2018-06-20,63920BTFS,not active
QGPRF94784,566-NQN,private,3739,1990-12-23,1994-12-23,94914KLGC,not active
VBBAQ55792,6-8996Z,mixed use,1436.84,2008-08-14,2012-08-14,74014HHPE,not active
MONHU82805,2A 3C0PYJ,mixed use,2106.84,2001-01-23,2005-01-23,78225BDOQ,not active
KBVNL62928,95-S381,private,3976.31,2009-05-31,2013-05-31,19131ZQOE,not active
SYZXQ39833,SCY 097,professional,2040.56,1996-12-13,2000-12-13,70413RVBO,not active
NZKMT75956,NKU6307,professional,3689.95,1999-07-01,2003-07-01,53911OCJM,not active
KSPRZ84742,L01 9CC,professional,3134.3,1992-11-13,1996-11-13,83780RTBV,not active
VRRJA04888,201 0SP,professional,3108.18,2007-02-17,2011-02-17,91946CVVN,not active
SRQRC20807,VX 65339,private,2049.84,2015-03-13,2019-03-13,86195RUXM,not active
FPTTE55347,3LH0223,professional,3686.84,1996-02-28,2000-02-28,67383HZVX,not active
DSKXN86623,A04 3IE,mixed use,384.33,1985-01-18,1989-01-18,82767MXXC,not active
JMTWH48064,IQM-226,mixed use,619.31,1994-12-30,1998-12-30,87934XNJG,not active
UIVDZ97318,DP 0811,mixed use,2397.27,1999-09-22,2003-09-22,25935HNYY,not active
SQODH32809,B74-EMZ,professional,485.72,1981-04-24,1985-04-24,38630HZNZ,not active
UWAJG25941,355 8EA,private,1296.59,1982-12-25,1986-12-25,68582MPTR,not active
WUSLD50444,598 AZC,private,1814.52,1999-05-08,2003-05-08,98552YSEK,not active
SYHJH04033,M93-93F,mixed use,1396.54,1989-08-15,1993-08-15,95531TBRP,not active
YTUBK64102,0NJ 213,private,1047.56,2010-09-30,2014-09-30,87647XQNQ,not active
IITAV25434,58JP0,professional,589.35,2006-10-15,2010-10-15,34284QPPH,not active
ANRRX40545,438029,professional,134.3,1988-05-13,1992-05-13,88545LAYL,not active
TDREN32758,5-76967,mixed use,1332.09,1986-05-28,1990-05-28,11116WFHA,not active
UMLMS28577,UOU-842,private,3248.48,2001-01-14,2005-01-14,52279JVHF,not active
OPFUJ07797,OU2 M5A,mixed use,3056.1,1991-02-14,1995-02-14,97024ACRA,not active
XPNIA11846,3TN B66,private,2705.88,1984-10-27,1988-10-27,50300NKLM,not active
TDIVU25733,900-YHQ,mixed use,2443.64,2013-12-19,2017-12-19,70064RDVI,not active
YEQMZ49035,923-GJDP,professional,1440.47,1998-09-13,2002-09-13,24273JCDS,not active
CKTDL34270,Z97-UJS,professional,1205.57,1993-08-05,1997-08-05,60620NVYL,not active
ZPINH64802,8F713,private,1399.07,2010-10-10,2014-10-10,65159HQQP,not active
QXQYE02502,NFW-9627,private,1930.08,2006-04-17,2010-04-17,17101QTEN,not active
HPGMZ26987,5-1620E,professional,726.17,2016-02-17,2020-02-17,16730ZVIA,not active
EJFKE84308,87I 572,mixed use,597.65,2016-09-30,2020-09-30,69408PZCQ,not active
PKZEE43479,706 3600,professional,3416.17,2006-06-17,2010-06-17,38804LVKL,not active
HOHJT85887,251 MRD,private,1624.32,2008-01-19,2012-01-19,71718MGNI,not active
CGPTJ61025,3JV 444,mixed use,2686.12,1984-02-13,1988-02-13,46639TZPG,not active
ZKMIY30142,505 TXG,professional,2455.74,2005-01-17,2009-01-17,90636SXTS,not active
DMOZY53923,75OC6,private,1694.39,1992-11-10,1996-11-10,00568MWGV,not active
NQCMO02024,C03 2XV,professional,3662.73,1992-10-31,1996-10-31,42013QHIR,not active
IYGYP20412,0OC 603,professional,3700.19,2012-09-16,2016-09-16,68428OEFB,not active
ROQOL05060,2-49570,professional,2919.76,1994-04-19,1998-04-19,58217LNYS,not active
WPTIS08744,384 UOI,mixed use,105.21,2015-09-07,2019-09-07,32776URIO,not active
VBIYI16612,6I 30651,professional,1779.44,2015-12-05,2019-12-05,05913SDIU,not active
GZTEX91713,5OA 432,professional,833.85,1995-05-17,1999-05-17,45464WSJG,not active
MNRDN83978,7AO 606,private,3116.01,1994-09-05,1998-09-05,14404DRGA,not active
DJWSV61389,464L,mixed use,2143.28,1995-08-29,1999-08-29,22176FNDT,not active
ICZMN77031,0-P8239,mixed use,2423.58,2005-08-03,2009-08-03,92891DPPY,not active
UCXYT36500,L18 9BR,professional,3417.02,1986-12-18,1990-12-18,51118DLYY,not active
MYTDC79709,KLW 747,professional,802.81,1981-12-31,1985-12-31,89526MVNF,not active
NXURX24679,660 3DC,private,2043.83,1996-04-12,2000-04-12,80341OYHN,not active
UEBKE62521,1-K7220,private,2239.01,2011-03-01,2015-03-01,91124PCFZ,not active
OMKVR34264,LYM 191,private,2364.76,2007-04-06,2011-04-06,51682FSWG,not active
MFEHG52603,NGE-8186,private,2558.77,1981-05-31,1985-05-31,36255KUID,not active
JHOOD13975,396-UNI,mixed use,1882.87,2000-01-24,2004-01-24,13859MSJF,not active
BAOVA36281,7-0261X,professional,1556.8,1984-10-13,1988-10-13,73860ZFXZ,not active
ZWLQE27587,F 996293,professional,1977.29,1997-08-10,2001-08-10,85721RGLG,not active
YSMGZ74468,NIQ-0296,private,263.7,2013-11-15,2017-11-15,62816IIBX,not active
JAXJP46946,788 6NV,mixed use,384.47,1991-10-25,1995-10-25,41784LILU,not active
OIRQM60377,515 5161,mixed use,496.31,2009-03-01,2013-03-01,71982XHRY,not active
VKMGC54519,0Z 05228,mixed use,3732.79,2017-03-20,2021-03-20,52058LYKU,not active
VRBAQ76709,QJT C42,mixed use,1111.75,2002-01-08,2006-01-08,54940GODH,not active
LADGT80701,HUI 057,professional,3046.15,2011-06-25,2015-06-25,54589MPFN,not active
OSUHU33543,QK8 2563,private,3987.21,2006-01-07,2010-01-07,78883ARZJ,not active
PELQN07945,182M,private,219.32,1997-03-16,2001-03-16,49028DURP,not active
OKGHH94669,STY-507,private,2818.15,2011-07-29,2015-07-29,79571JNBX,not active
JYDHL89937,EXU-1189,professional,1057.71,1993-03-12,1997-03-12,77097DUZP,not active
CROAQ14457,46-7254L,mixed use,1034.11,1995-11-06,1999-11-06,63331UQLD,not active
DJZBD83045,OH 4374,mixed use,2384.31,2002-09-10,2006-09-10,54925RJRY,not active
RUANG38458,XSQ 940,professional,393.47,2015-03-04,2019-03-04,98849FHWR,not active
EKJZK88392,V 678591,mixed use,2514.79,1988-08-31,1992-08-31,23754LFSH,not active
VCRFP29460,1QCZ466,professional,166.4,2017-02-09,2021-02-09,83284DBLF,not active
YKMJV33184,BGT-8561,private,240.24,1993-07-22,1997-07-22,86956MEKE,not active
ZNNSY70160,701747,mixed use,3276.01,1980-06-21,1984-06-21,55229VVKR,not active
KZASJ09276,4-18231P,mixed use,1001.79,2006-12-19,2010-12-19,43512YVLG,not active
DFSWL27254,F33 0BX,private,1747.48,1990-03-12,1994-03-12,36239MGOR,not active
FBYUA13208,870EW,mixed use,1928.6,1991-09-07,1995-09-07,88392OUWV,not active
WJMTE13420,AGG8389,professional,3438.63,1998-08-18,2002-08-18,77959SEHI,not active
PPYLF15815,10GW101,private,3868.73,2016-12-22,2020-12-22,87603OGLK,not active
LGEDB83918,5-6003A,private,1084.29,2008-04-22,2012-04-22,22900FXDM,not active
TEVEB30478,535 IK2,mixed use,1567.63,2012-02-07,2016-02-07,46015XQAX,not active
DEDRS49491,612 JSE,private,378.4,1997-09-24,2001-09-24,65496JTJS,not active
JUKRW02374,EX2 9328,mixed use,3448.21,2006-03-29,2010-03-29,15154ZGCE,not active
UHSIP40781,93C 2845,professional,2917.85,1982-06-07,1986-06-07,59905KSHU,not active
DBVLL12677,W21 7IC,private,2722.65,2008-06-19,2012-06-19,37698CHVT,not active
HQDZJ81099,73-AR24,private,566.12,2007-12-24,2011-12-24,70056ATSQ,not active
PULOS02974,172 LQS,professional,2490.65,2003-08-18,2007-08-18,21858YONA,not active
VAQRD13199,CQ 88787,private,2789.71,1991-01-10,1995-01-10,55484EYRU,not active
UUJAB55931,QOJ 407,mixed use,3262.92,1996-11-11,2000-11-11,80917GKVX,not active
ELMXP90275,L98 2ER,professional,3562.33,2005-01-10,2009-01-10,59500UIIQ,not active
HSUQR25004,2520 WF,mixed use,1785.12,2010-04-17,2014-04-17,95771UVPS,not active
TAVZE04373,221-LKD,private,2000.9,2013-09-26,2017-09-26,32971HUPL,not active
RRYFK21741,H13 6QA,private,403.62,2006-04-20,2010-04-20,19266KLPA,not active
OWXCZ54540,ZLF 641,mixed use,2520.39,2015-04-11,2019-04-11,36981SZFS,not active
DHZMK46848,SZJ 592,mixed use,639.4,1983-04-26,1987-04-26,82923NARG,not active
ZFZAX99707,H84 5NZ,mixed use,1460.52,1998-11-07,2002-11-07,21364FPLG,not active
BRQON04857,268-718,mixed use,1681.67,1989-10-07,1993-10-07,83600WKWC,not active
UWMZF47486,9XP E52,private,1071.06,2011-02-08,2015-02-08,11764FIVH,not active
LZSDZ35830,951 NCT,mixed use,1854.42,2007-09-24,2011-09-24,61708LDCY,not active
IVBXB06317,6-11208,mixed use,120.61,2010-04-12,2014-04-12,73397VCQJ,not active
EUKJY67982,8380,private,590.69,2012-03-18,2016-03-18,71165ADJK,not active
MAYGM07564,05-J219,mixed use,2575.13,1994-10-06,1998-10-06,61961BNWO,not active
FCCXT08315,0WN V61,mixed use,934.29,2005-07-27,2009-07-27,79506QNVR,not active
VIFRS25740,54QX5,professional,1016.31,1991-11-23,1995-11-23,70982PIUM,not active
NFEWK12086,643 APQ,professional,3699.04,1994-03-18,1998-03-18,21241CENG,not active
ZWFRG95159,1OU8194,private,1773.43,1994-04-07,1998-04-07,17136ELGN,not active
XEDUD67998,0DX5658,mixed use,1537.95,1997-07-16,2001-07-16,46386XMYL,not active
YDFMW61376,6G P8070,private,2755.33,1996-07-30,2000-07-30,33111FIVL,not active
VDFED40214,150-AIT,private,283.29,1984-04-21,1988-04-21,72654HUSA,not active
RDZQJ18175,ALK 807,mixed use,2505.41,1982-02-27,1986-02-27,27025MYJS,not active
HWQUD57178,6-W9864,private,3422.14,1999-03-06,2003-03-06,40695OWQR,not active
JVXYV74160,721 EGT,private,3112.8,1995-08-03,1999-08-03,75753QQCE,not active
UFBCK36372,TLB 614,mixed use,2254.59,1980-12-15,1984-12-15,35764FOIB,not active
WKAKF12589,KJJ 310,mixed use,705.8,2009-04-08,2013-04-08,19131ZQOE,not active
HVLHI94215,5YOQ 35,professional,1760.72,1989-01-31,1993-01-31,70413RVBO,not active
PSORQ98339,025 0PJ,private,2647.32,1995-10-27,1999-10-27,49482IBZH,not active
FMPLU99171,918 XET,mixed use,1450.18,1997-12-25,2001-12-25,07678YBBR,not active
VEBEV74136,MCO 747,mixed use,3540.96,1989-05-03,1993-05-03,67383HZVX,not active
ALAZF12253,967 XAQ,mixed use,154.76,1993-11-01,1997-11-01,76649BVYS,not active
WOZYP56673,7QY8840,professional,2989.61,1997-05-09,2001-05-09,29615DGPL,not active
JVCMF63573,50K 0105,mixed use,3113.41,1984-08-19,1988-08-19,25935HNYY,not active
ZPERS93666,6HWY 41,private,2557.56,2016-12-02,2020-12-02,27271BNGN,not active
LFWGJ18306,315YCH,professional,891.81,1982-12-28,1986-12-28,38630HZNZ,not active
KAWVT07762,HAB 064,professional,1521.28,2015-03-06,2019-03-06,94211GXXU,not active
ITUNC16485,086 VYW,mixed use,3278.72,1981-01-19,1985-01-19,80733GLAN,not active
QGIXE16344,43-19624,mixed use,1954.44,1997-03-14,2001-03-14,98552YSEK,not active
WAEOA46611,TIR 293,professional,585.76,1992-05-13,1996-05-13,02078EQQT,not active
DHZBC70308,VVT-313,mixed use,2962.11,2017-01-21,2021-01-21,34451YCKS,not active
QMRNG81813,3517,private,1471.18,1980-09-19,1984-09-19,51549NDPJ,not active
BAJBF18075,BJ 72028,professional,1126.8,2002-07-09,2006-07-09,32669QAMY,not active
IKTXI92966,1BG S96,professional,3547.37,1999-11-12,2003-11-12,97024ACRA,not active
JCSCO39680,033DT,professional,1108.62,2015-12-27,2019-12-27,50300NKLM,not active
UUEPG85068,4V L9931,mixed use,1857.62,2004-08-29,2008-08-29,56911ZULC,not active
TANKF07300,YLX-3258,mixed use,1407.03,2013-01-05,2017-01-05,77648HPWS,not active
TEMGC13695,5KH 922,private,1242.37,2013-04-21,2017-04-21,54411TIYF,not active
CSANK45471,05-IF75,mixed use,362.42,1987-07-31,1991-07-31,71777VLNK,not active
QTOPA74903,08R 559,private,2769.88,1988-12-08,1992-12-08,99217SYRA,not active
KLKCB62481,4N 04973,private,150.3,1996-04-10,2000-04-10,15483UTSS,not active
ENITE11703,3641,private,3514.53,2000-03-22,2004-03-22,65159HQQP,not active
VRKMP75861,86-7374J,professional,1551.73,2005-11-20,2009-11-20,17101QTEN,not active
FAVPW85124,36-LF56,professional,3402.97,2000-04-04,2004-04-04,95475BQLW,not active
XBWQF85267,YJU-467,professional,3559.79,2005-01-05,2009-01-05,85393JJBI,not active
GRQZW84091,B60-VWJ,professional,792.08,2016-04-28,2020-04-28,62745BDVN,not active
BAGAL20366,24K 730,professional,3996.42,2016-08-25,2020-08-25,43212TDKJ,not active
PBSFY20294,S73-88B,professional,3332.14,2015-06-30,2019-06-30,73157LIPH,not active
UGJNQ26266,012 9681,mixed use,3492.45,2009-08-12,2013-08-12,01659YYEU,not active
PAXIT88027,F87-94C,mixed use,2078.48,1998-04-13,2002-04-13,54048BMBC,not active
WTHVF34010,079Z3,mixed use,1540.16,1994-05-07,1998-05-07,04597IGNA,not active
QHKWJ15296,076 6339,mixed use,3042.2,2015-04-07,2019-04-07,49638CIFF,not active
CEQEW06273,1799,mixed use,3561.86,1989-10-15,1993-10-15,77098AYAB,not active
TAVUS48622,886 RWI,professional,3452.09,1997-12-18,2001-12-18,68428OEFB,not active
UFXEA42958,578-FYHM,professional,2154.93,1997-07-08,2001-07-08,43426DRZZ,not active
CYLPN66315,00R P09,mixed use,3010.84,2016-11-25,2020-11-25,79723EUNH,not active
GLEIH87767,35-67079,mixed use,388.76,1994-12-05,1998-12-05,19717MIGS,not active
MHBKZ11894,907 YRF,professional,454.55,1993-01-07,1997-01-07,82477VGEO,not active
ISWVH52995,818-EAG,professional,3678.79,1982-11-29,1986-11-29,32776URIO,not active
YZMYY54063,229KIZ,mixed use,3125.59,1997-11-19,2001-11-19,13891NOSE,not active
XKURV25998,B 272001,professional,587.55,1990-02-28,1994-02-28,07986OOYY,not active
OVWAZ16379,015 IRX,professional,3887.25,2015-01-24,2019-01-24,77999UXSR,not active
TIOXW00199,2-50287,professional,2932.72,1997-12-17,2001-12-17,45464WSJG,not active
LMQOC77660,77N 596,mixed use,2363.56,2000-11-03,2004-11-03,50789WSEV,not active
UNADN00208,3NW U44,professional,2078.35,1980-06-30,1984-06-30,51682FSWG,not active
WZUUV76204,8BB9830,mixed use,3599.09,1993-08-16,1997-08-16,82119ZXLO,not active
ARCUW68701,31K J90,mixed use,1844.99,2009-11-20,2013-11-20,13859MSJF,not active
XKUZT49172,959 PPU,professional,779.4,2014-12-23,2018-12-23,73860ZFXZ,not active
HZHJU60593,CEG-7377,professional,1958.67,1997-04-17,2001-04-17,85721RGLG,not active
ZPQMG72252,BPL-883,professional,3848.32,1985-03-20,1989-03-20,62816IIBX,not active
NILNX85166,VHU-560,mixed use,503.52,1988-09-23,1992-09-23,56369HXEP,not active
GGMZP47595,YWZ 595,mixed use,1810.61,2014-09-29,2018-09-29,42269XXOE,not active
MJHWG54989,0H 98955,professional,1257.29,2005-09-07,2009-09-07,88254BLBN,not active
EFIWY83162,0NM0292,mixed use,2258.08,2016-03-11,2020-03-11,62057CFRB,not active
VITSE04438,78-K824,mixed use,2492.2,1985-08-13,1989-08-13,98657ZERQ,not active
XRPJE66132,EHE 4075,professional,1164.24,1993-09-05,1997-09-05,52058LYKU,not active
OKHQZ96636,543 GNR,professional,2955.69,1987-03-22,1991-03-22,06976BQRC,not active
TPGIL46087,NJG-6665,private,216.07,2016-07-18,2020-07-18,54940GODH,not active
CRVOR56438,MVY 713,professional,3833.02,2009-07-31,2013-07-31,54589MPFN,not active
IWDVW50160,036K1,mixed use,2066.55,1991-10-27,1995-10-27,99370FKWO,not active
ZTXYI82892,AI 6935,mixed use,972.18,1986-06-29,1990-06-29,49028DURP,not active
GFCNH44397,N 788808,mixed use,1180.71,1997-08-31,2001-08-31,79571JNBX,not active
WGIOU42003,3-66051,private,3540.35,1983-08-17,1987-08-17,63331UQLD,not active
ZQTKO62088,YY4 2288,professional,2801.74,1982-10-19,1986-10-19,70298ZUZH,not active
SNBWD03430,095 FQZ,private,2420.55,2005-01-25,2009-01-25,77235BUOB,not active
CCFJQ04843,I74 4OC,private,2500.01,2003-05-14,2007-05-14,98849FHWR,not active
CTJSW15940,6RW6048,private,2714.18,2004-07-11,2008-07-11,48645NFGV,not active
UAXYB50964,D93-TNA,mixed use,2588.26,1995-04-05,1999-04-05,91456OASB,not active
RAYMA22615,021IYI,professional,762.85,1986-12-18,1990-12-18,55103ZPSB,not active
BWZTU88022,769-699,professional,1814.48,2014-06-25,2018-06-25,22519SNXK,not active
STLFT43859,SVA-1631,mixed use,1592.49,2016-12-29,2020-12-29,72610MBZX,not active
UFCFM51613,86AX2,private,1079.87,2010-12-29,2014-12-29,82191YHWV,not active
LCKDT85766,9BM89,mixed use,1949.84,1989-08-14,1993-08-14,86956MEKE,not active
NMOEH43998,SMO 815,private,1819.92,1982-03-04,1986-03-04,43512YVLG,not active
VFCFC04028,7Z 6929X,professional,3230.67,1996-12-09,2000-12-09,43473HAYP,not active
JOEOZ17414,ZXT 321,mixed use,678.33,1981-01-10,1985-01-10,36239MGOR,not active
GPBHW85425,785 TDP,professional,371.85,2010-06-25,2014-06-25,88392OUWV,not active
YRXVF11230,333HLE,mixed use,1859.57,2003-09-08,2007-09-08,98043QMRH,not active
OKTSB56720,GEB-2708,private,1523.76,1981-08-21,1985-08-21,20818UVVJ,not active
QIXWZ30720,T 783124,professional,3047.1,1985-06-03,1989-06-03,22900FXDM,not active
XLMHQ26329,5B539,mixed use,1054.71,2004-06-27,2008-06-27,47778WZVI,not active
HFYRV02990,PHI-4177,mixed use,2989.47,1985-11-27,1989-11-27,67176RPBA,not active
ONRIK90033,ZYA 530,mixed use,2580.79,1993-12-16,1997-12-16,10196JLKV,not active
EAYGH95419,0P 8570L,mixed use,2161.18,2016-07-18,2020-07-18,06282MHGC,not active
VBXMZ78417,JGG-6535,private,1506.47,2005-01-07,2009-01-07,70056ATSQ,not active
BXTFN68488,25O 4226,private,845.37,2012-06-28,2016-06-28,21858YONA,not active
KWVMN37182,556 FJQ,professional,1060.21,2009-10-30,2013-10-30,31022IRDF,not active
FAXAV85105,2978 GK,professional,598.67,1987-11-24,1991-11-24,80917GKVX,not active
SVHAY51328,ZZA 815,private,3318.72,2016-06-23,2020-06-23,59500UIIQ,not active
WLYYQ76383,398LNJ,professional,3767.16,2005-12-21,2009-12-21,05941YUVA,not active
VRSPH86882,267 NZR,private,3096.52,1989-01-28,1993-01-28,58175VDBX,not active
FLEBB04425,SFX 795,mixed use,2498.79,1988-02-25,1992-02-25,80628UDTO,not active
KQLSQ10682,359 DEQ,private,268.95,2012-04-20,2016-04-20,33563HAHM,not active
ZUUMT32154,891 VLG,professional,3545.93,1998-03-14,2002-03-14,21364FPLG,not active
TRAHS65318,1GZ Q60,private,3230.94,1993-06-02,1997-06-02,61708LDCY,not active
IVJFZ77979,RBP-661,mixed use,1834.47,2004-10-20,2008-10-20,71165ADJK,not active
HSDBH86624,670 WNA,private,3085.31,2007-09-26,2011-09-26,17136ELGN,not active
NBTRH36234,YVC-494,mixed use,999.38,1994-01-01,1998-01-01,39505HHYG,not active
NZONJ20498,64-4925J,mixed use,2035.28,1980-11-16,1984-11-16,22979ZPMU,not active
EFWOP03929,H72 2YK,private,1195.08,2006-03-09,2010-03-09,45963BTGS,not active
ORFYX78970,34M•017,mixed use,809.04,1984-01-05,1988-01-05,91031YVBD,not active
MOKQX26843,455277,private,294.12,1999-12-25,2003-12-25,74014HHPE,not active
ECIYX53283,MA7 4057,private,275.97,2015-08-15,2019-08-15,27025MYJS,not active
BKEGK90981,O46-QGQ,professional,1324.59,1996-08-19,2000-08-19,40695OWQR,not active
VYJZG23937,LGW-976,professional,1790.5,1998-10-09,2002-10-09,78225BDOQ,not active
NZDLK14258,MVE 979,professional,1030.65,1992-10-07,1996-10-07,75753QQCE,not active
GZAWE57973,070-VWK,private,848.71,1986-02-06,1990-02-06,62475MAXH,not active
FIIYM26357,31-FK94,professional,1595.33,2012-08-26,2016-08-26,98217TVPW,not active
RYMON11135,LYI 915,professional,3970.32,2013-01-26,2017-01-26,27947XAKE,not active
DVSMP89664,MFU S87,private,1691.27,2017-03-17,2021-03-17,91946CVVN,not active
TKUHD92050,ZIP 864,mixed use,387.06,2004-08-21,2008-08-21,73298ITQO,not active
JMWXM97356,902W,mixed use,112.96,2012-08-03,2016-08-03,93214WTZW,not active
ULXWN75495,TDQ-793,private,2442.96,2015-09-27,2019-09-27,87612BOEV,not active
DCZNJ28361,1NLF 30,private,417.52,2000-03-15,2004-03-15,67383HZVX,not active
HVPLN48944,7Z 3534Q,professional,2875.16,2010-11-06,2014-11-06,29615DGPL,not active
SKFRX30061,VFO-811,mixed use,2192.66,2001-08-23,2005-08-23,87934XNJG,not active
VNBFX76945,EJD 803,professional,353.25,1989-10-18,1993-10-18,25935HNYY,not active
FQGQJ67780,238 TNK,professional,918.61,1991-10-04,1995-10-04,93591RHQB,not active
DFLIP17107,781 1FW,mixed use,787.7,1996-12-08,2000-12-08,27271BNGN,not active
UCVMP34346,DRJ 830,private,2229.56,1984-05-24,1988-05-24,38630HZNZ,not active
EALDE47111,575 1HP,professional,2198.16,2003-06-08,2007-06-08,95531TBRP,not active
TAYTB93859,4GT X73,professional,1961.38,2004-09-07,2008-09-07,87647XQNQ,not active
HESHJ27518,3JQ 654,private,2600.32,1988-02-02,1992-02-02,34284QPPH,not active
ZOMMB76901,941 KNO,private,1276.6,1984-06-29,1988-06-29,44421IHHW,not active
BATYQ34532,40-6718N,mixed use,107.04,2011-05-09,2015-05-09,51549NDPJ,not active
HTCLW89465,BDO8119,private,2552.6,1997-02-03,2001-02-03,00532WKFG,not active
RBPFT59032,RWO-7493,private,3259.42,1992-09-21,1996-09-21,52279JVHF,not active
ORNAG14746,HPR-2951,professional,1976.21,1986-10-01,1990-10-01,65031CTFS,not active
DBTKV56600,845 MNG,professional,1903.77,2007-06-27,2011-06-27,50300NKLM,not active
